Expenditures 2009,Department Description,Expenditures 2008,Appropriations 1995,Appropriations 1994,Appropriations 1997,Appropriations 1996,Appropriations 1993,Department,Appropriations 1999,Appropriations 1998,Expenditures 2005,Expenditures 2004,Expenditures 2007,Expenditures 2006,Expenditures 2001,Expenditures 2000,Expenditures 2003,Expenditures 2002,Department ID,Appropriations 2014,Appropriations 2017,Appropriations 2016,Appropriations 2011,Appropriations 2010,Appropriations 2013,Appropriations 2012,Fund,Control Officer,Expenditures 1995,Expenditures 1998,Expenditures 1999,Expenditures 1996,Expenditures 1997,Expenditures 1994,Link to Website,Expenditures 1993,Expenditures 2015,Appropriations 2015,Expenditures 2016,Expenditures 2014,Appropriations 2009,Expenditures 2012,Expenditures 2013,Expenditures 2010,Expenditures 2011,Appropriations 2002,Appropriations 2003,Appropriations 2000,Appropriations 2001,Appropriations 2006,Appropriations 2007,Appropriations 2004,Appropriations 2005,Appropriations 2008,Short Title
0,"Created to finance various court services and to operate and administer the teen court, peer jury, youth court and other youth diversion programs in Cook County.",0,0,0,0,0,0,The Peer Court Special Revenue Fund,0,0,0,0,0,0,0,0,0,0,575,1095000,301107,301148,45000,1000,1130000,30000,Special Purpose Fund,Chief Judge,0,0,0,0,0,0,,0,450000,450000,301148,1093690.44,0,0,565000,0,0,0,0,0,0,0,0,0,0,0,Peer Court
0,Created to finance various court services and to operate and administer the drug court program in Cook County.,0,0,0,0,0,0,Drug Court Special Revenue Fund,0,0,0,0,0,0,0,0,0,0,576,510000,301071,301246,854000,33200,650000,480000,Special Purpose Fund,Chief Judge,0,0,0,0,0,0,,0,400000,400000,301246,510000,0,480000,700000,33200,854000,0,0,0,0,0,0,0,0,0,Drug Court
0,"These fees, imposed on any person who receives a disposition of court supervision for a violation of the Illinois vehicle code, are disbursed to the law enforcement agency that employed the arresting officer and shall be used for the acquisition or maintenance of police vehicles.",0,0,0,0,0,0,Vehicle Purchase Fund,0,0,0,0,0,0,0,0,0,0,577,0,277500,500000,200000,200000,200000,200000,Special Purpose Fund,Sheriff,0,0,0,0,0,0,,0,399175,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vehicle Purchase
0,"This fund was created for the use of environmental management purposes, including but not limited to consulting fees; long-term monitoring and maintenance of air pollution emiting sites; proper management of Cook County waste streams, etc.",0,0,0,0,0,0,Cook County Environmental Management Fund,0,0,0,0,0,0,0,0,0,0,578,0,815000,0,61000,0,0,40000,Special Purpose Fund,President,0,0,0,0,0,0,,0,0,0,694116,0,0,40000,0,0,61000,0,0,0,0,0,0,0,0,0,Environmental Management
0,This fund was created in FY12.,0,0,0,0,0,0,Assessor Special Revenue Fund,0,0,0,0,0,0,0,0,0,0,579,750000,0,815000,0,0,750000,1237508,Special Purpose Fund,Assessor,0,0,0,0,0,0,,0,750000,750000,0,709368,0,750000,532682,0,0,0,0,0,0,0,0,0,0,0,Assessor Special Revenue Fund
0,"Established to defray the expense incurred by the Office in performing its required duties of establishing and maintaining electronic citations in any traffic, misdemeanor, municipal ordinance, or conservation case upon a judgement of guilty or grant of supervision.",0,0,0,0,0,0,Clerk of Circuit Court Electronic Citation Fund,0,0,0,0,0,0,0,0,0,0,580,450000,250000,300000,1800000,0,450000,600000,Special Purpose Fund,Clerk of the Circuit Court,0,0,0,0,0,0,,0,274768,450000,244450.87,450000,0,313301.83,323774.86,0,0,0,0,0,0,0,0,0,0,0,Electronic Citation
0,Fund established in 2011 to collect revenues to be used solely for the purchase f electronic amd forensic identification equipment or other related supplies and the operating expenses of the Medical Examiner's Office,0,0,0,0,0,0,Medical Examiner Fees Fund,0,0,0,0,0,0,0,0,0,0,582,0,0,0,500000,0,0,725000,Special Purpose Fund,President,0,0,0,0,0,0,,0,0,0,0,0,0,725000,0,0,500000,0,0,0,0,0,0,0,0,0,Medical Examiner
0,Fund established in 2013 to develop and implement cost effective and productivity enhancing Information Technology solutions in order to meet our current and future document storage and records retention needs.,0,0,0,0,0,0,State's Attorney Records Automation Fund,0,0,0,0,0,0,0,0,0,0,583,158000,138000,158000,0,0,100000,0,Special Purpose Fund,States Attorney,0,0,0,0,0,0,,0,88324.93,158000,71271.31,158000,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,State's Attorney
0,Fund established in 2013 to develop and implement cost effective and productivity enhancing Information Technology solutions in order to meet our current and future document storage and records retention needs.,0,0,0,0,0,0,PD Records Automation Fund,0,0,0,0,0,0,0,0,0,0,584,158000,138000,158000,0,0,100000,0,Special Purpose Fund,Public Defender,0,0,0,0,0,0,,0,158000,158000,158000,158000,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,Public Defender
0,Fund established in 2015 to improve the quality of the environment for the residents of Cook County..,0,0,0,0,0,0,Environmental Control Solid Waste Fee,0,0,0,0,0,0,0,0,0,0,585,0,559102,517590,0,0,0,0,Special Purpose Fund,President,0,0,0,0,0,0,,0,241945,337693,81603.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Environmental Control
0,Fund established in 2014 to reduce and return vacant and abandoned properties back into productive and sustainable community assets.,0,0,0,0,0,0,Cook County Land Bank Authority,0,0,0,0,0,0,0,0,0,0,586,1000000,27060000,6407671,0,0,0,0,Special Purpose Fund,President,0,0,0,0,0,0,,0,4645371.04,3450000,7042512.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cook County Land Bank Authority
0,Fund established for 2017 and provides funding to support sustainable economic development for the benefit of low and moderate-income individuals. The program is administered as part of HUD's CDBG program and is subject to the requirements governing the CDBG program.,0,0,0,0,0,0,Section 108 Loan Program,0,0,0,0,0,0,0,0,0,0,587,0,350000,0,0,0,0,0,Special Purpose Fund,President,0,0,0,0,0,0,,0,0,0,55572.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bureau of Economic Development
0,"Fund established for 2017 to end abuse of existing erroneous homestead exemptions, stops future abuse and recoups lost tax district revenue.",0,0,0,0,0,0,Erroneous Homestead Exemption Recovery Fund,0,0,0,0,0,0,0,0,0,0,588,0,2672282,0,0,0,0,0,Special Purpose Fund,Assessor,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Assessor
186100000,"Created for the purpose of setting apart, maintaining and administering a County Employees Annuity and Benefit Fund, in accordance with an act approved and in force July 2, 1925",183124000,117129000,107557000,136103000,124429000,96266000,Annuity and Benefits,161488000,147850000,209151000,220223000,264846000,223270000,160702000,159399000,187745000,179603000,590,194668229,208226206,195622621,192234211,186600000,192969505,196139483,Special Purpose Fund,Countywide Costs,117129000,147850000,161488000,124429000,136103000,107557000,,96266000,192786468,192786468,195622621,194668229,186100000,196139483,192969505,186100000,192856052,179603000,187745000,159399000,160702000,223270000,264846000,220223000,209151000,183124000,Annuity and Benefits
197798679,Improvements or additions to fixed County assets and the acquisition of new County assets.,161083971,292124459,247958860,200940879,260093271,364342806,Capital Improvements,249786594,241168764,162043736,193112626,212000784,135921971,310689882,326606063,190586225,310141178,600,328711894,424858753,321545658,0,518971730,372020827,391689580,Capital Improvements,President,173453275,154302269,212302483,132477196,124123474,146673579,,323541516,99652750,252189007,27538464,53345136,452981571,46315900,74897002,518971730,188739806,267071110,266749560,275314745,291563045,111128588,173502774,219215158,130643500,286183112,Capital Improvements
209147064,Debt structured to be paid at specific dates and the interest incurred.,212729169,169752449,144799856,143335602,148771864,143857710,Bond and Interest,138328871,146793809,180500663,164246728,184941441,180870852,144656118,145192505,154492824,144679698,700,187384752,277133392,250000000,272080716,190760412,187384752,193532419,Special Purpose Fund,Countywide Costs,169752449,146793809,138328871,148771864,143335602,140967135,,130021919,225000000,225000000,250000000,187384752,209147064,193532419,187384752,209147064,187307998,144679698,154492824,145192505,144656118,180870852,184941441,164246728,180500663,212729169,Bond and Interest
0,"Funded by County until 1995. Duties were transferred to the State Board of Education in 2010. The current regional office of education is responsible for issuing teacher certification, holding ongoing instructional sessions for educators and certifying new school bus drivers, among other things.",0,0,479141,0,0,568051,Superintendent Of Schools and G.E.D.,0,0,0,0,0,0,0,0,0,0,760,0,0,0,0,0,0,0,Special Purpose Fund,County Superintendent of Schools,0,0,0,0,0,305259,,463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G.E.D.
0,"Funded by County until 1995. Duties were transferred to the State Board of Education in 2010. The current regional office of education is responsible for issuing teacher certification, holding ongoing instructional sessions for educators and certifying new school bus drivers, among other things.",0,0,169393,0,0,310942,Superintendent Of Schools and Transportation Funds,0,0,0,0,0,0,0,0,0,0,763,0,0,0,0,0,0,0,Special Purpose Fund,County Superintendent of Schools,0,0,0,0,0,85614,,178866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Transportation
0,"Funded by County until 1995. Duties were transferred to the State Board of Education in 2010. The current regional office of education is responsible for issuing teacher certification, holding ongoing instructional sessions for educators and certifying new school bus drivers, among other things.",0,0,1229217,0,0,1348424,Superintendent Of Schools and Teacher's Institute Fund,0,0,0,0,0,0,0,0,0,0,764,0,0,0,0,0,0,0,Special Purpose Fund,County Superintendent of Schools,0,0,0,0,0,453451,,649094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teacher's Institute
145681176.6,The Cook County Health and Hospitals System oversees healthcare operations and policy implementation for the County Health System.,139462570.6,1862505,1285195,1588495,1637159,1119578,Office of The Chief Health Administrator,2050373,2004976,6935195,4674236,17031873,21259970.7,2689193,2102987.61,3173172.5,3038255,890,189471395,110715475,113488087,147622343,140648324,154886527,168676467,Health Fund,Cook County Health and Hospital System,1036121,1435911.89,1526442,1191443,1260227.68,1082581,https://www.cookcountyil.gov/agency/health-and-hospitals-system,902249,109355920.2,118613901,106598134.7,176687608.5,127197793,154760021.6,170258017.2,177294307.8,139876960.2,3344152,3557321,2540214,3296388,13470988,15981772,5683536,10693042,182354900,Health Administrator
81855048.23,"Responsible for the provision of a wide array of healthcare services to the residents of Cook County, particularly resdients who reside in the Grand Boulevard neighborhood and on the Chicago Southside.",73376254.94,63775465,75840992,68243793,60967589,43803699,Provident Hospital of Cook County,72463366,69405418,98976826,100422648,87666472,102335284.5,80059423,77297115.51,88917090.02,80366264,891,48357796,47422810,46844425,67054238,97052895,49475456,51492542,Health Fund,Cook County Health and Hospital System,60627599,68068497.23,68568228,60483494,65424692.27,60047271,http://www.cookcountyhhs.org/locations/provident-hospital/,28654087,48395049.22,52388141,47349127.11,44812723.58,93324098,47915652.07,45210051.33,72292322.82,56586131.1,82321362,89557303,75415627,79555555,102253136,83816049,98877964,98140638,77390600,Provident Hospital
0,Last year 1994. Merged with 892 in 1995.,0,0,4198634,0,0,3409178,South Suburban Ambulatory Services Network,0,0,0,0,0,0,0,0,0,0,892,0,0,0,0,0,0,0,Health Fund,Cook County Health and Hospital System,0,0,0,0,0,3331902,http://www.cookcountyhhs.org/,3146924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ambulatory Services
43527640.29,"Dispersed throughout Cook County, the Ambulatory & Community Health Network (ACHN) coordinates primary and specialty outpatient care in community, school-based and hospital outpatient settings.",38502422.91,54816117,40787785,65649038,58305172,58722792,Ambulatory and Community Health Network of Cook County,82325471,71698410,107559061,105150116,42650637,52374431.94,99009006,86578653.51,99691579.88,103107690,893,51465467,78333023,78815125,51768786,51793734,51815924,47067401,Health Fund,Cook County Health and Hospital System,49094049,68959670.77,81556626,53606770,63352075.95,39375542,http://www.cookcountyhhs.org/,56775887,56767690.13,59280037,59048090.07,43732670.07,48889961,44183060.77,48151861.18,44652857.61,42885932.39,106906716,101278794,88547312,100660746,54857228,41640241,106136946,107369780,44047400,Ambulatory Health
10889095.43,"The Ruth M. Rothstein CORE Center is the nations first free-standing, specialized out-patient health care facility addressing the medical and social needs of people with HIV/AIDS and other chronic infectious diseases.",10588921.72,0,0,0,0,0,The Ruth M. Rothstein CORE Center,0,0,11177121,12228131,10652095,10699327.15,0,0,11872656.17,0,894,11753051,12835145,12183198,11865274,11841106,11698210,11844779,Health Fund,Cook County Health and Hospital System,0,0,0,0,0,0,http://www.cookcountyhhs.org/locations/ruth-m-rothstein-core-center/,0,11845150.27,11745097,11970403,11369169.43,11201858,11087303.14,11012412.63,11141526.21,10906996,0,12473994,0,0,11084352,10819939,12554708,11337398,10971600,CORE Center
14759492.49,"The Cook County Department of Public Health (CCDPH) is committed to protecting and promoting health and preventing illness, disability and premature death among all the residents of suburban Cook County.",14522459.96,11971949,10943786,12229774,11458233,10655298,Department of Public Health,14987177,13726550,19234113,20009897,15746886,17746716.98,15781043,15315934.82,17157771.65,16919426,895,14450251,9951497,10836201,17678034,17438553,16107119,17164364,Health Fund,Cook County Health and Hospital System,11001970,13489907.78,14344813,11179187,12031482.12,10663248,http://www.cookcountypublichealth.org/,9817806,9867198.67,11278735,9851341.04,12654617.85,15963403,15469700.08,12001916.27,15533724.67,15835993.7,17435444,17729786,15910551,16946702,18830678,16848094,20872941,19348511,15953500,Public Health
0,"Established in FY13 To provide comprehensive medical care to waiver enrollees coordinated and managed by a Primary Care Medical Home (PCMH) model, and to create efficient administrative infrastructure to implement all aspects of the waiver, as required by federal and state authorities.",0,0,0,0,0,0,County Care,0,0,0,0,0,0,0,0,0,0,896,190804289,547892626,646044653,0,0,96164900,0,Health Fund,Cook County Health and Hospital System,0,0,0,0,0,0,http://www.countycare.com/,0,568525353.1,566867323,651691910,489401621.4,0,0,103376957.2,0,0,0,0,0,0,0,0,0,0,0,Managed Care
402852745.3,"This hospital opened in 1866 as the first County-owned hospital. It accomodates a dramatically increasing demand for inpatient medical/surgical beds, emergency care, and specialty care. JHSH serves a geographic area with over three million residents.",369275402,383214706,392589567,382673297,372626075,378672168,"John H. Stroger, Jr. Hospital of Cook County",358323487,370252675,454001607,473800648,432386717,481802910.1,406614175,379923075.7,431364018.9,408455162,897,445202520,589061106,544088008,421968840,436765313,425624711,429771321,Health Fund,Cook County Health and Hospital System,374263085,366861368.8,364373616,367346067,377569311.8,367201681,http://www.cookcountyhhs.org/locations/john-h-stroger-jr-hospital/,344616096,515972372.3,525236650,553516399.3,443288304.4,427661957,416121502.3,416111006.1,398235905.1,400649112.2,407142379,429437268,379058304,406927824,467415145,412611742,460964633,423693765,380268100,Stroger Hospital
79762259.68,This health care facility located in Oak Forest serves the residents of the southwest corner of Cook County.,72078481.49,97940054,101276766,95290066,94658089,106717208,Oak Forest Hospital of Cook County,99411293,94828382,116480249,126829828,115025666,126104360.6,109472279,106749457.8,115879773.4,113692358,898,11216096,8400339,10388027,52367379,90459606,12438287,35180850,Health Fund,Cook County Health and Hospital System,93845013,91583113.44,99726673,91634626,91374898.39,99389927,http://www.cookcountyhhs.org/locations/oak-forest-health-center/,97694302,11036537.81,11069970,11050032.68,10513566.58,90406273,26471791.1,11002024.73,69878400.07,50776045.44,117751443,122934141,107033988,113766041,120496300,120257353,127597867,114309195,79878200,Oak Forest Hospital
114550842.4,Designed to facilitate the timely reimbursement of funds for special purposes within the Bureau of Health Services Fund. Includes expenses for health insurance for all employees.,70999113.56,26108001,19420251,15902204,27735999,35934768,Fixed Charges and Special Purpose Appropriations - Health,20499867,16544437,62416686,5220240,77110769,76185503.14,1068970,11601130.55,89182.27,-6947243,899,112455101,114320546,108274440,96755532,82895066,100706267,88902088,Health Fund,Cook County Health and Hospital System,24862397,12436235.41,11907107,26311585,15054764.01,18554330,,17846858,120703223.3,118857406,110706974.1,93884273.47,117476668,107397695.6,100603370,128651804.7,110068180.2,1837787,4021639,23054380,797895,93889617,108066599,4399117,88650886,85310100,Fixed Charges
0,"One time credit applied in 2011, savings realized by restructuring the County's debt.",0,0,0,0,0,0,Less Debt Restructuring,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,-85000000,0,0,8727160,Special Purpose Fund,Countywide Costs,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,8727160,0,0,0,0,0,0,0,0,0,Debt Restructuring
132209634,Grants with a restriction of specific use received by County from other forms of government or private.,135569600,77054848,68944526,82486921,86107187,67353212,"Other Restricted Funds (Federal, State And Private Grants)",120963697,108480687,169609948.5,137880733,146101672,173665246,101153933,90351410,135937539,119334263,1001,162452203,257947797,224810533,185029746,160810112,134433126,148928355,Special Purpose Fund,Countywide Costs,60471022,93433319,83586954,75628872,58549971,71831887,,64433109,221181140,221181140,114046282.5,162452203,119550729,148928355,134433126,160810112,89653980,119334263,135177927,122091675.3,129130416,173665246,146101672,137880733,169609948.5,135569600,Restricted Grants
11527095,Uncollected taxes from year considered. Occassionally the allowance for uncollected taxes has been accounted for in special purposes appropriation. In this visualization we have accounted it separately.,11628911,12938524,13181197,13641674,13632436,15135376,Allowance for Uncollected Taxes,12598180,13220794,11013957,10911153,13098381,11004381,0,0,0,0,1002,0,0,0,8727160,11598042,0,8727160,Allowance for Uncollected Taxes,Uncollected Taxes,0,0,0,0,0,0,,0,0,0,0,0,11527095,8727160,0,11527095,8727160,12425373,11911170,12957045,12936352,11004381,13098381,10911153,11013957,11628911,Uncollected Taxes
0,"The Cook County Bureau of Economic Development’s mission is to foster economic development, workforce development, and community development within Cook County through the strategic leveraging of resources and efficient professional management.",0,0,0,0,0,0,Office of Economic Development,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1333423,Corporate Fund,Bureau Economic Development,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office of Economic Development
0,"Although not found in the 2012 Apropriations Bill, this newly formed Department was envisioned to share IT services across agencies; it also builds and maintains a secure, flexible, dependable, technically sound, cost-effective information and communications technology infrastructure for Cook County agencies in order to ensure a high degree of systems availability, performance and continuity of business operations.",0,0,0,0,0,0,IT Shared Services,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,2250702,Corporate Fund,Bureau of Technology,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IT Shared Services
0,This Department coordinates countywide emergency and disaster preparedness planning. Coordinates County response during emergencies and disasters. Assists municipalities in recovery from a disaster. Continues to mitigate hazards of Cook County. Oversees management of Homeland Security and Emergency Management grants.,0,0,0,0,0,0,Department of Homeland Security and Emergency Management - General Fund,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,878684,Public Safety Fund,President,0,0,0,0,0,0,http://www.cookcountyhomelandsecurity.org/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Homeland Security
0,"The revenue collected by the Assessor from marketing previously unutilized commercial opportunities related to, but not limited to, the Assessor's Website, Assessor’s Database, and Assessment Notices is placed in this special fund for the Assessor's expenditures and it is held by the Treasurer of the County.",0,0,0,0,0,0,Assessor Special Revenue Fund,0,0,0,0,0,0,0,0,0,0,579,0,0,0,0,0,0,1237508,Special Purpose Fund,Assessor,0,0,0,0,0,0,http://www.cookcountyassessor.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Assessor Special Revenue Fund
